CELL_SAMPLE_ID	CELL_SAMPLE_NAME	CELL_NAME_TYPE	CELL_NAME_TYPE_PRIORITY
1	697	integrated	10
2	862	integrated	10
3	5637	integrated	10
4	2313287	integrated	10
5	1321N1	integrated	10
6	143B	integrated	10
7	22RV1	integrated	10
8	253J	integrated	10
9	253JBV	integrated	10
10	42MGBA	integrated	10
11	451LU	integrated	10
12	501MEL	integrated	10
13	59M	integrated	10
14	639V	integrated	10
15	647V	integrated	10
16	769P	integrated	10
17	769PNEO	integrated	10
18	769PVHL	integrated	10
19	786O	integrated	10
20	8305C	integrated	10
21	8505C	integrated	10
22	8MGBA	integrated	10
23	A101D	integrated	10
24	A1207	integrated	10
25	A172	integrated	10
26	A204	integrated	10
27	A2058	integrated	10
28	A253	integrated	10
29	A2780	integrated	10
30	A375	integrated	10
31	A3KAW	integrated	10
32	A427	integrated	10
33	A498	integrated	10
34	A4FUK	integrated	10
35	A549	integrated	10
36	A549BAXBAKDKO	integrated	10
37	A673	integrated	10
38	A7	integrated	10
39	A704	integrated	10
40	ABC1	integrated	10
41	ACCMESO1	integrated	10
42	ACCS	integrated	10
43	ACHN	integrated	10
44	AGS	integrated	10
46	ALLSIL	integrated	10
47	AM38	integrated	10
48	AML193	integrated	10
49	AMO1	integrated	10
50	AN3CA	integrated	10
51	ARP1	integrated	10
52	ASPC1	integrated	10
53	AU565	integrated	10
54	AZ521	integrated	10
55	BC3C	integrated	10
56	BCP1	integrated	10
57	BCPAP	integrated	10
58	BDCM	integrated	10
59	BECKER	integrated	10
60	BEN	integrated	10
61	BFTC905	integrated	10
62	BFTC909	integrated	10
63	BGC823	integrated	10
64	BHT101	integrated	10
65	BHY	integrated	10
66	BICR16	integrated	10
67	BICR18	integrated	10
68	BICR22	integrated	10
69	BICR31	integrated	10
70	BICR56	integrated	10
71	BICR6	integrated	10
72	BJ	integrated	10
73	BJHTERT	integrated	10
74	BL41	integrated	10
75	BL70	integrated	10
77	BT112	integrated	10
78	BT131	integrated	10
79	BT139	integrated	10
80	BT145	integrated	10
81	BT147	integrated	10
82	BT159	integrated	10
83	BT164	integrated	10
84	BT172	integrated	10
85	BT179	integrated	10
86	BT181	integrated	10
87	BT182	integrated	10
88	BT187	integrated	10
89	BT189	integrated	10
90	BT20	integrated	10
91	BT216	integrated	10
92	BT224	integrated	10
93	BT228	integrated	10
94	BT231	integrated	10
95	BT239	integrated	10
96	BT248	integrated	10
97	BT474	integrated	10
98	BT483	integrated	10
99	BT549	integrated	10
100	BV173	integrated	10
101	BXPC3	integrated	10
102	C2BBE1	integrated	10
103	C32	integrated	10
104	C3A	integrated	10
105	C8166	integrated	10
106	CA46	integrated	10
107	CACO2	integrated	10
108	CADOES1	integrated	10
109	CAKI1	integrated	10
110	CAKI2	integrated	10
111	CAL120	integrated	10
112	CAL12T	integrated	10
113	CAL148	integrated	10
114	CAL27	integrated	10
115	CAL29	integrated	10
116	CAL33	integrated	10
117	CAL51	integrated	10
118	CAL54	integrated	10
119	CAL62	integrated	10
120	CAL78	integrated	10
121	CAL851	integrated	10
122	CALU1	integrated	10
123	CALU3	integrated	10
124	CALU6	integrated	10
125	CAMA1	integrated	10
126	CAOV3	integrated	10
127	CAOV4	integrated	10
128	CAPAN1	integrated	10
129	CAPAN2	integrated	10
130	CAS1	integrated	10
131	CCFSTTG1	integrated	10
132	CCK81	integrated	10
133	CCRFCEM	integrated	10
134	CCRFHSB2	integrated	10
135	CCRFSB	integrated	10
137	CEMC1	integrated	10
138	CFPAC1	integrated	10
139	CGTHW1	integrated	10
140	CH157MN	integrated	10
141	CHAGOK1	integrated	10
142	CHL1	integrated	10
143	CHP126	integrated	10
144	CHP212	integrated	10
145	CI1	integrated	10
146	CJM	integrated	10
147	CL11	integrated	10
148	CL14	integrated	10
149	CL34	integrated	10
150	CL40	integrated	10
151	CMK	integrated	10
152	CMK115	integrated	10
153	CMK86	integrated	10
154	CMLT1	integrated	10
155	COLO201	integrated	10
156	COLO205	integrated	10
157	COLO320	integrated	10
158	COLO668	integrated	10
159	COLO677	integrated	10
160	COLO678	integrated	10
161	COLO679	integrated	10
162	COLO680N	integrated	10
163	COLO684	integrated	10
164	COLO699	integrated	10
165	COLO704	integrated	10
166	COLO741	integrated	10
167	COLO775	integrated	10
168	COLO783	integrated	10
169	COLO792	integrated	10
170	COLO800	integrated	10
171	COLO818	integrated	10
172	COLO829	integrated	10
173	COLO849	integrated	10
174	CORL105	integrated	10
175	CORL23	integrated	10
176	CORL24	integrated	10
177	CORL26	integrated	10
178	CORL279	integrated	10
179	CORL311	integrated	10
180	CORL47	integrated	10
181	CORL51	integrated	10
182	CORL88	integrated	10
183	CORL95	integrated	10
184	COV318	integrated	10
185	COV362	integrated	10
186	COV434	integrated	10
187	COV504	integrated	10
188	COV644	integrated	10
189	CPCN	integrated	10
190	CW2	integrated	10
191	CW9019	integrated	10
192	D283	integrated	10
193	D283MED	integrated	10
195	D341MED	integrated	10
196	D384	integrated	10
197	D425	integrated	10
198	D458	integrated	10
199	D556	integrated	10
200	D8817	integrated	10
201	DANG	integrated	10
202	DAOY	integrated	10
203	DAUDI	integrated	10
204	DB	integrated	10
205	DBTRG05MG	integrated	10
206	DEL	integrated	10
207	DERL7	integrated	10
208	DETROIT562	integrated	10
209	DFCI024	integrated	10
210	DG75	integrated	10
211	DKMG	integrated	10
212	DLD1	integrated	10
213	DLD1BAXBAKDKO	integrated	10
214	DM3	integrated	10
215	DMS114	integrated	10
216	DMS153	integrated	10
217	DMS273	integrated	10
218	DMS454	integrated	10
219	DMS53	integrated	10
220	DMS79	integrated	10
221	DND41	integrated	10
222	DOHH2	integrated	10
223	DOV13	integrated	10
224	DOV13HEK293	integrated	10
225	DU145	integrated	10
226	DU4475	integrated	10
227	DV90	integrated	10
228	EB1	integrated	10
229	EB2	integrated	10
230	EBC1	integrated	10
231	ECC10	integrated	10
232	ECC12	integrated	10
233	ECGI10	integrated	10
234	EFE184	integrated	10
235	EFM19	integrated	10
236	EFM192A	integrated	10
237	EFO21	integrated	10
238	EFO27	integrated	10
239	EHEB	integrated	10
240	EJM	integrated	10
241	EKVX	integrated	10
242	EM2	integrated	10
243	EN	integrated	10
244	EOL1	integrated	10
246	EPLC272H	integrated	10
247	ES2	integrated	10
248	ESS1	integrated	10
249	EVSAT	integrated	10
250	EW8	integrated	10
251	EWS502	integrated	10
252	EWS834	integrated	10
253	F36P	integrated	10
254	F5	integrated	10
255	FADU	integrated	10
256	FLO	integrated	10
257	FTC133	integrated	10
258	FTC238	integrated	10
259	FU97	integrated	10
260	FUDDLS1	integrated	10
261	FUOV1	integrated	10
262	G292CLONEA141B1	integrated	10
263	G361	integrated	10
264	G401	integrated	10
265	G402	integrated	10
266	GA10	integrated	10
267	GA-10-Clone-4	UT Southwestern	100
268	GAMG	integrated	10
269	GB1	integrated	10
270	GCIY	integrated	10
271	GCT	integrated	10
272	GDM1	integrated	10
274	GI1	integrated	10
275	GIST430	integrated	10
276	GIST48	integrated	10
277	GIST882	integrated	10
278	GIST882F	integrated	10
279	GLC82	integrated	10
280	GMS10	integrated	10
281	GOS3	integrated	10
282	GP2D	integrated	10
283	GRANTA519	integrated	10
284	GRM	integrated	10
285	GSS	integrated	10
286	GSU	integrated	10
287	NCIH128	integrated	10
288	NCIH187	integrated	10
289	H2107	integrated	10
290	NCIH292	integrated	10
291	H4	integrated	10
292	HAED	integrated	10
293	HARA	integrated	10
294	HCC1008	integrated	10
295	HCC1143	integrated	10
296	HCC1171	integrated	10
297	HCC1187	integrated	10
298	HCC1195	integrated	10
299	HCC1359	integrated	10
300	HCC1395	integrated	10
301	HCC1419	integrated	10
302	HCC1428	integrated	10
303	HCC1438	integrated	10
304	HCC15	integrated	10
305	HCC1500	integrated	10
306	HCC1569	integrated	10
307	HCC1588	integrated	10
308	HCC1599	integrated	10
309	HCC1806	integrated	10
310	HCC1833	integrated	10
311	HCC1897	integrated	10
312	HCC193	integrated	10
313	HCC1937	integrated	10
314	HCC1954	integrated	10
315	HCC202	integrated	10
316	HCC2108	integrated	10
317	HCC2157	integrated	10
318	HCC2218	integrated	10
319	HCC2279	integrated	10
320	HCC2373	integrated	10
321	HCC2429	integrated	10
322	HCC2450	integrated	10
323	HCC2814	integrated	10
324	HCC2935	integrated	10
325	HCC2998	integrated	10
326	HCC33	integrated	10
327	HCC364	integrated	10
328	HCC366	integrated	10
330	HCC38	integrated	10
331	HCC4006	integrated	10
332	HCC44	integrated	10
334	HCC460	integrated	10
335	HCC461	integrated	10
336	HCC515	integrated	10
337	HCC56	integrated	10
338	HCC70	integrated	10
339	HCC78	integrated	10
340	HCC827	integrated	10
341	HCC827GR5	integrated	10
342	HCC95	integrated	10
343	HCT116	integrated	10
344	HCT116G9B	integrated	10
345	HCT15	integrated	10
346	HCT8	integrated	10
347	HDLM2	integrated	10
348	HDMYZ	integrated	10
349	HDQP1	integrated	10
350	HEC108	integrated	10
351	HEC151	integrated	10
352	HEC1A	integrated	10
353	HEC1B	integrated	10
354	HEC251	integrated	10
355	HEC265	integrated	10
356	HEC50B	integrated	10
357	HEC59	integrated	10
358	HEC6	integrated	10
359	HEK293	integrated	10
360	HEK293DOV13	integrated	10
361	HEKTE	integrated	10
362	HEL	integrated	10
363	HEL9217	integrated	10
364	HELA	integrated	10
365	HEP3B217	integrated	10
366	HEPG2	integrated	10
367	HEYA8	integrated	10
368	HGC27	integrated	10
369	HH	integrated	10
370	HK2	integrated	10
371	HL60	integrated	10
372	HLC1	integrated	10
373	HLE	integrated	10
374	HLF	integrated	10
375	HLFA	integrated	10
376	HMC18	integrated	10
377	HMCB	integrated	10
378	HMEL	integrated	10
379	HN	integrated	10
380	HNT34	integrated	10
381	HOP62	integrated	10
382	HOP92	integrated	10
383	HOS	integrated	10
384	HPAC	integrated	10
385	HPAFII	integrated	10
386	HPBALL	integrated	10
387	HRT18	integrated	10
388	HS172T	integrated	10
389	HS228T	integrated	10
390	HS229T	integrated	10
391	HS255T	integrated	10
392	HS257T	integrated	10
393	HS274T	integrated	10
394	HS281T	integrated	10
395	HS294T	integrated	10
396	HS343T	integrated	10
397	HS571T	integrated	10
398	HS574T	integrated	10
399	HS578BST	integrated	10
400	HS578T	integrated	10
401	HS5T	integrated	10
402	HS600T	integrated	10
403	HS604T	integrated	10
404	HS606T	integrated	10
405	HS611T	integrated	10
406	HS616T	integrated	10
407	HS618T	integrated	10
408	HS675T	integrated	10
409	HS683	integrated	10
410	HS688AT	integrated	10
411	HS695T	integrated	10
412	HS698T	integrated	10
413	HS706T	integrated	10
414	HS729	integrated	10
415	HS737T	integrated	10
416	HS739T	integrated	10
417	HS742T	integrated	10
418	HS746T	integrated	10
420	HS751T	integrated	10
421	HS766T	integrated	10
422	HS819T	integrated	10
423	HS821T	integrated	10
424	HS822T	integrated	10
425	HS834T	integrated	10
426	HS839T	integrated	10
427	HS840T	integrated	10
428	HS852T	integrated	10
429	HS863T	integrated	10
430	HS870T	integrated	10
431	HS888LU	integrated	10
432	HS888T	integrated	10
433	HS895SK	integrated	10
434	HS895T	integrated	10
435	HS926T	integrated	10
436	HS934T	integrated	10
437	HS936T	integrated	10
438	HS939T	integrated	10
439	HS940T	integrated	10
440	HS944T	integrated	10
441	HSC2	integrated	10
442	HSC3	integrated	10
443	HSC4	integrated	10
444	HSTS	integrated	10
445	HT	integrated	10
446	HT1080	integrated	10
447	HT115	integrated	10
448	HT1197	integrated	10
449	HT1376	integrated	10
450	HT144	integrated	10
451	HT29	integrated	10
452	HT55	integrated	10
453	HTCC3	integrated	10
454	HTK	integrated	10
455	HUCCT1	integrated	10
456	HUG1N	integrated	10
457	HUH1	integrated	10
458	HUH28	integrated	10
459	HUH6	integrated	10
460	HUH7	integrated	10
461	HUNS1	integrated	10
462	HUPT3	integrated	10
463	HUPT4	integrated	10
464	HUT102	integrated	10
465	HUT78	integrated	10
466	HUTU80	integrated	10
467	HUVEC	integrated	10
468	IA5	integrated	10
469	IALM	integrated	10
470	IGR1	integrated	10
471	IGR37	integrated	10
472	IGR39	integrated	10
473	IGROV1	integrated	10
474	IM95	integrated	10
475	IMR32	integrated	10
476	INA6	integrated	10
477	IOMMLEE	integrated	10
478	IPC298	integrated	10
479	ISHIKAWAHERAKLIO02ER	integrated	10
480	ISTMES1	integrated	10
481	ISTMES2	integrated	10
482	J82	integrated	10
483	JCRB0262	integrated	10
484	JEKO1	integrated	10
485	JHESOAD1	integrated	10
486	JHH1	integrated	10
487	JHH2	integrated	10
488	JHH4	integrated	10
489	JHH5	integrated	10
490	JHH6	integrated	10
491	JHH7	integrated	10
492	JHOC5	integrated	10
493	JHOM1	integrated	10
494	JHOM2B	integrated	10
495	JHOS2	integrated	10
496	JHOS4	integrated	10
497	JHUEM1	integrated	10
498	JHUEM2	integrated	10
499	JHUEM3	integrated	10
500	JHUEM7	integrated	10
501	JIMT1	integrated	10
502	JJN3	integrated	10
503	JK1	integrated	10
504	JL1	integrated	10
505	JM1	integrated	10
506	JMSU1	integrated	10
507	JR	integrated	10
508	JURKAT	integrated	10
509	JURLMK1	integrated	10
510	JVM2	integrated	10
511	JVM3	integrated	10
512	K029AX	integrated	10
513	K562	integrated	10
514	KALS1	integrated	10
515	KARPAS299	integrated	10
516	KARPAS422	integrated	10
517	KARPAS620	integrated	10
518	KASUMI1	integrated	10
519	KASUMI2	integrated	10
520	KASUMI4	integrated	10
521	KASUMI6	integrated	10
522	KATOIII	integrated	10
523	KCIMOH1	integrated	10
524	KCL22	integrated	10
525	KE37	integrated	10
526	KE39	integrated	10
527	KE97	integrated	10
528	KELLY	integrated	10
529	KG1	integrated	10
530	KG1C	integrated	10
531	KHM1B	integrated	10
532	KIJK	integrated	10
533	KINGS1	integrated	10
534	KLE	integrated	10
535	KLM1	integrated	10
536	KM12	integrated	10
537	KMBC2	integrated	10
538	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE	integrated	10
539	KMM1	integrated	10
540	KMRC1	integrated	10
541	KMRC2	integrated	10
542	KMRC20	integrated	10
543	KMRC3	integrated	10
544	KMS1	integrated	10
545	KMS11	integrated	10
546	KMS12BM	integrated	10
547	KMS12PE	integrated	10
548	KMS18	integrated	10
549	KMS20	integrated	10
550	KMS21BM	integrated	10
551	KMS26	integrated	10
552	KMS27	integrated	10
553	KMS28BM	integrated	10
554	KMS28PE	integrated	10
555	KMS34	integrated	10
556	KNS42	integrated	10
557	KNS60	integrated	10
558	KNS62	integrated	10
559	KNS81	integrated	10
560	KO51	integrated	10
561	KO52	integrated	10
562	KOPN	integrated	10
563	KOPN8	integrated	10
564	KP1N	integrated	10
565	KP1NL	integrated	10
566	KP2	integrated	10
567	KP3	integrated	10
568	KP4	integrated	10
569	KPL1	integrated	10
570	KPNRTBM1	integrated	10
571	KPNSI9S	integrated	10
572	KPNYN	integrated	10
573	KRIJ	integrated	10
574	KS1	integrated	10
575	KU1919	integrated	10
576	KU812	integrated	10
577	KURAMOCHI	integrated	10
578	KYM1	integrated	10
579	KYO1	integrated	10
580	KYSE140	integrated	10
581	KYSE150	integrated	10
582	KYSE180	integrated	10
583	KYSE270	integrated	10
584	KYSE30	integrated	10
585	KYSE410	integrated	10
586	KYSE450	integrated	10
587	KYSE510	integrated	10
588	KYSE520	integrated	10
589	KYSE70	integrated	10
590	L1236	integrated	10
591	L33	integrated	10
592	L363	integrated	10
593	L428	integrated	10
594	L540	integrated	10
595	LAMA84	integrated	10
596	LC1	integrated	10
597	LC1F	integrated	10
598	LC1SQSF	integrated	10
599	LCLC103H	integrated	10
600	LCLC97TM1	integrated	10
601	LI7	integrated	10
602	LK2	integrated	10
603	LMSU	integrated	10
604	LN18	integrated	10
605	LN215	integrated	10
606	LN229	integrated	10
607	LN235	integrated	10
608	LN319	integrated	10
609	LN340	integrated	10
610	LN382	integrated	10
611	LN405	integrated	10
612	LN414	integrated	10
613	LN428	integrated	10
614	LN443	integrated	10
615	LN444	integrated	10
616	LN464	integrated	10
618	LNCAPCLONEFGC	integrated	10
619	LNZ308	integrated	10
620	LOUCY	integrated	10
621	LOUNH91	integrated	10
622	LOVO	integrated	10
623	LOXIMVI	integrated	10
624	LP1	integrated	10
625	LP6	integrated	10
626	LS1034	integrated	10
627	LS123	integrated	10
628	LS141	integrated	10
629	LS174T	integrated	10
630	LS180	integrated	10
631	LS411N	integrated	10
632	LS513	integrated	10
633	LU65	integrated	10
634	LU99	integrated	10
635	LUDLU1	integrated	10
636	LXF289	integrated	10
637	M059J	integrated	10
638	M059K	integrated	10
639	M07E	integrated	10
640	M14	integrated	10
641	MALME3M	integrated	10
642	MB157	integrated	10
643	MC116	integrated	10
644	MCAS	integrated	10
645	MCF10A	integrated	10
646	MCF7	integrated	10
647	MDAMB134VI	integrated	10
648	MDAMB157	integrated	10
649	MDAMB175VII	integrated	10
650	MDAMB231	integrated	10
651	MDAMB361	integrated	10
652	MDAMB415	integrated	10
653	MDAMB435	integrated	10
654	MDAMB4355	integrated	10
655	MDAMB435S	integrated	10
656	MDAMB436	integrated	10
657	MDAMB453	integrated	10
658	MDAMB468	integrated	10
659	MDAN	integrated	10
660	MDAPCA2B	integrated	10
661	MDST8	integrated	10
662	ME1	integrated	10
663	MEC1	integrated	10
664	MEC2	integrated	10
665	MEG01	integrated	10
666	MELHO	integrated	10
667	MELJUSO	integrated	10
668	MESSA	integrated	10
669	MEWO	integrated	10
670	MFE280	integrated	10
671	MFE296	integrated	10
672	MFE319	integrated	10
673	MG63	integrated	10
674	MHHCALL2	integrated	10
675	MHHCALL3	integrated	10
676	MHHCALL4	integrated	10
677	MHHES1	integrated	10
678	MHHNB11	integrated	10
679	MIAPACA2	integrated	10
680	MINO	integrated	10
681	MJ	integrated	10
682	MKN1	integrated	10
683	MKN45	integrated	10
684	MKN7	integrated	10
685	MKN74	integrated	10
686	ML1	integrated	10
687	ML2	integrated	10
688	MM1S	integrated	10
689	MMAS	integrated	10
690	MOGGCCM	integrated	10
691	MOGGUVW	integrated	10
692	MOLM13	integrated	10
693	MOLM16	integrated	10
694	MOLM6	integrated	10
695	MOLP2	integrated	10
696	MOLP8	integrated	10
697	MOLT13	integrated	10
698	MOLT16	integrated	10
699	MOLT3	integrated	10
700	MOLT4	integrated	10
701	MONOMAC1	integrated	10
702	MONOMAC6	integrated	10
703	MORCPR	integrated	10
704	MOTN1	integrated	10
705	MPP89	integrated	10
706	MSTO211H	integrated	10
707	MUTZ2	integrated	10
708	MUTZ3	integrated	10
709	MUTZ5	integrated	10
710	MV411	integrated	10
712	NA12878	integrated	10
713	NA18508	integrated	10
714	NA19143	integrated	10
715	NA19153	integrated	10
716	NALM1	integrated	10
717	NALM19	integrated	10
718	NALM6	integrated	10
719	NAMALWA	integrated	10
720	NB1	integrated	10
721	NB4	integrated	10
722	NC37	integrated	10
723	NCCSTCK140	integrated	10
725	NCIADRRES	integrated	10
817	NCIH322M	integrated	10
835	NCIH676B	integrated	10
851	NCO2	integrated	10
852	NH6	integrated	10
853	NIBRI	integrated	10
855	NMCG1	integrated	10
856	NO10	integrated	10
857	NO11	integrated	10
858	NOMO1	integrated	10
859	idCell:834	integrated	10
860	idCell:1024	integrated	10
861	idCell:1025	integrated	10
862	idCell:1028	integrated	10
863	idCell:1030	integrated	10
864	idCell:1052	integrated	10
865	idCell:1188	integrated	10
866	idCell:933	integrated	10
867	idCell:934	integrated	10
868	idCell:935	integrated	10
869	idCell:1016	integrated	10
870	idCell:1020	integrated	10
871	idCell:1021	integrated	10
872	idCell:1022	integrated	10
873	idCell:1023	integrated	10
874	NUDHL1	integrated	10
875	NUDUL1	integrated	10
876	NUGC2	integrated	10
877	NUGC3	integrated	10
878	NUGC4	integrated	10
879	OAW28	integrated	10
880	OAW42	integrated	10
881	OC314	integrated	10
882	OC315	integrated	10
883	OC316	integrated	10
884	OCIAML2	integrated	10
885	OCIAML3	integrated	10
886	OCIAML5	integrated	10
887	OCILY10	integrated	10
888	OCILY19	integrated	10
889	OCILY3	integrated	10
890	OCIM1	integrated	10
891	OCIMY5	integrated	10
892	OCIMY7	integrated	10
893	OCUM1	integrated	10
894	OE19	integrated	10
895	OE21	integrated	10
896	OE33	integrated	10
897	OELE	integrated	10
898	ONCODG1	integrated	10
899	ONS76	integrated	10
900	OPM1	integrated	10
901	OPM2	integrated	10
902	OSRC2	integrated	10
903	OUMS23	integrated	10
904	OUMS27	integrated	10
905	OV56	integrated	10
906	OV7	integrated	10
907	OV90	integrated	10
908	OVCAR4	integrated	10
909	OVCAR5	integrated	10
910	OVCAR8	integrated	10
911	OVISE	integrated	10
912	OVK18	integrated	10
913	OVKATE	integrated	10
914	OVMANA	integrated	10
915	OVSAHO	integrated	10
916	OVTOKO	integrated	10
917	P12ICHIKAWA	integrated	10
918	P31FUJ	integrated	10
919	P3HR1	integrated	10
920	PANC0203	integrated	10
921	PANC0213	integrated	10
922	PANC0327	integrated	10
923	PANC0403	integrated	10
924	PANC0504	integrated	10
925	PANC0813	integrated	10
926	PANC1	integrated	10
927	PANC1005	integrated	10
928	PATU8902	integrated	10
929	PATU8988S	integrated	10
930	PATU8988T	integrated	10
931	PC14	integrated	10
932	PC3	integrated	10
933	PC9	integrated	10
934	PCM6	integrated	10
935	PECAPJ15	integrated	10
937	PECAPJ34CLONEC12	integrated	10
939	PECAPJ41CLONED2	integrated	10
940	PECAPJ49	integrated	10
941	PEER	integrated	10
942	PF382	integrated	10
943	PFEIFFER	integrated	10
944	PK1	integrated	10
945	PK45H	integrated	10
946	PK59	integrated	10
947	PL21	integrated	10
948	PL45	integrated	10
949	PLB985	integrated	10
950	PLCPRF5	integrated	10
951	PRECLH	integrated	10
952	PSN1	integrated	10
953	PSTS	integrated	10
954	QGP1	integrated	10
955	RAJI	integrated	10
956	RCC10RGB	integrated	10
957	RCC4	integrated	10
958	RCHACV	integrated	10
959	RCK8	integrated	10
960	RCM1	integrated	10
961	RD	integrated	10
962	RDD8107	integrated	10
963	RDES	integrated	10
964	REC1	integrated	10
965	REH	integrated	10
966	RERFGC1B	integrated	10
967	RERFLCAD1	integrated	10
968	RERFLCAD2	integrated	10
969	RERFLCAI	integrated	10
970	RERFLCKJ	integrated	10
971	RERFLCMS	integrated	10
972	RERFLCSQ1	integrated	10
973	RH18	integrated	10
974	RH28	integrated	10
975	RH30	integrated	10
976	RH41	integrated	10
977	RI1	integrated	10
978	RKN	integrated	10
979	RKO	integrated	10
980	RL	integrated	10
981	RL952	integrated	10
982	RMG1	integrated	10
983	RMGI	integrated	10
984	RMS559	integrated	10
985	RMUGS	integrated	10
986	RPE101	integrated	10
987	RPE1A4D	integrated	10
988	RPE1T	integrated	10
989	RPE74	integrated	10
990	RPMI6666	integrated	10
991	RPMI7951	integrated	10
992	RPMI8226	integrated	10
993	RPMI8226S	integrated	10
994	RPMI8402	integrated	10
995	RS411	integrated	10
996	RS5	integrated	10
997	RT112	integrated	10
998	RT11284	integrated	10
999	RT4	integrated	10
1000	RVH421	integrated	10
1001	RXF393	integrated	10
1002	S117	integrated	10
1003	SALE	integrated	10
1004	SAOS2	integrated	10
1005	SBC5	integrated	10
1006	SCABER	integrated	10
1007	SCC15	integrated	10
1008	SCC25	integrated	10
1009	SCC4	integrated	10
1010	SCC9	integrated	10
1011	SCLC21H	integrated	10
1012	SCMCRM2	integrated	10
1013	SEM	integrated	10
1014	SET2	integrated	10
1015	SF126	integrated	10
1016	SF172	integrated	10
1017	SF268	integrated	10
1018	SF295	integrated	10
1019	SF539	integrated	10
1020	SF763	integrated	10
1021	SF767	integrated	10
1022	SF782	integrated	10
1023	SF8657	integrated	10
1024	SH10TC	integrated	10
1025	SH4	integrated	10
1026	SHP77	integrated	10
1027	SHSY5Y	integrated	10
1028	SIGM5	integrated	10
1029	SIHA	integrated	10
1030	SIMA	integrated	10
1031	SJRH30	integrated	10
1032	SJSA1	integrated	10
1033	SKBR3	integrated	10
1034	SKCO1	integrated	10
1035	SKES1	integrated	10
1036	SKHEP1	integrated	10
1037	SKLMS1	integrated	10
1038	SKLU1	integrated	10
1039	SKM1	integrated	10
1040	SKMEL1	integrated	10
1041	SKMEL2	integrated	10
1042	SKMEL24	integrated	10
1043	SKMEL28	integrated	10
1044	SKMEL3	integrated	10
1045	SKMEL30	integrated	10
1046	SKMEL31	integrated	10
1047	SKMEL5	integrated	10
1048	SKMES1	integrated	10
1049	SKMM1	integrated	10
1050	SKMM2	integrated	10
1051	SKNAS	integrated	10
1052	SKNBE2	integrated	10
1053	SKNDZ	integrated	10
1054	SKNEP1	integrated	10
1055	SKNFI	integrated	10
1056	SKNMC	integrated	10
1057	SKNO1	integrated	10
1058	SKNSH	integrated	10
1059	SKOV3	integrated	10
1060	SKRC20	integrated	10
1061	SKRC31	integrated	10
1062	SKRC52	integrated	10
1063	SKUT1	integrated	10
1064	SLR20	integrated	10
1065	SLR21	integrated	10
1066	SLR23	integrated	10
1067	SLR24	integrated	10
1068	SLR25	integrated	10
1069	SLR26	integrated	10
1070	SMSCTR	integrated	10
1071	SN12C	integrated	10
1072	SNB19	integrated	10
1073	SNB75	integrated	10
1074	SNGM	integrated	10
1075	SNU1	integrated	10
1076	SNU1033	integrated	10
1077	SNU1040	integrated	10
1078	SNU1041	integrated	10
1079	SNU1066	integrated	10
1080	SNU1076	integrated	10
1081	SNU1077	integrated	10
1082	SNU1079	integrated	10
1083	SNU1105	integrated	10
1084	SNU119	integrated	10
1085	SNU1196	integrated	10
1086	SNU1197	integrated	10
1087	SNU1214	integrated	10
1088	SNU1272	integrated	10
1089	SNU16	integrated	10
1090	SNU175	integrated	10
1091	SNU182	integrated	10
1092	SNU201	integrated	10
1093	SNU213	integrated	10
1094	SNU216	integrated	10
1095	SNU245	integrated	10
1096	SNU283	integrated	10
1097	SNU308	integrated	10
1098	SNU324	integrated	10
1099	SNU349	integrated	10
1100	SNU387	integrated	10
1101	SNU398	integrated	10
1102	SNU407	integrated	10
1103	SNU410	integrated	10
1104	SNU423	integrated	10
1105	SNU449	integrated	10
1106	SNU46	integrated	10
1107	SNU466	integrated	10
1108	SNU475	integrated	10
1109	SNU478	integrated	10
1110	SNU489	integrated	10
1111	SNU5	integrated	10
1112	SNU503	integrated	10
1113	SNU520	integrated	10
1114	SNU601	integrated	10
1115	SNU61	integrated	10
1116	SNU620	integrated	10
1117	SNU626	integrated	10
1118	SNU668	integrated	10
1119	SNU685	integrated	10
1120	SNU719	integrated	10
1121	SNU738	integrated	10
1122	SNU761	integrated	10
1123	SNU8	integrated	10
1124	SNU81	integrated	10
1125	SNU840	integrated	10
1126	SNU869	integrated	10
1127	SNU878	integrated	10
1128	SNU886	integrated	10
1129	SNU899	integrated	10
1130	SNUC1	integrated	10
1131	SNUC2A	integrated	10
1132	SNUC2B	integrated	10
1133	SNUC4	integrated	10
1134	SNUC5	integrated	10
1135	SQ1	integrated	10
1136	SR786	integrated	10
1137	ST486	integrated	10
1138	SU8686	integrated	10
1139	SUDHL1	integrated	10
1140	SUDHL10	integrated	10
1141	SUDHL4	integrated	10
1142	SUDHL5	integrated	10
1143	SUDHL6	integrated	10
1144	SUDHL8	integrated	10
1145	SUIT2	integrated	10
1146	SUPB15	integrated	10
1147	SUPHD1	integrated	10
1148	SUPM2	integrated	10
1149	SUPT1	integrated	10
1150	SUPT11	integrated	10
1151	SW1088	integrated	10
1152	SW1116	integrated	10
1153	SW1271	integrated	10
1154	SW1353	integrated	10
1155	SW1417	integrated	10
1156	SW1463	integrated	10
1157	SW1573	integrated	10
1158	SW1710	integrated	10
1159	SW1783	integrated	10
1160	SW1990	integrated	10
1161	SW403	integrated	10
1162	SW48	integrated	10
1163	SW480	integrated	10
1164	SW48BAXBAKDKO	integrated	10
1165	SW579	integrated	10
1166	SW620	integrated	10
