CELL_SAMPLE_ID	CELL_SAMPLE_NAME	CELL_NAME_TYPE	CELL_NAME_TYPE_PRIORITY
156030	LB771PBL_MATCHED_NORMAL_TISSUE	CCLE	50
156031	LB831EBV_MATCHED_NORMAL_TISSUE	CCLE	50
156032	LB996EBV_MATCHED_NORMAL_TISSUE	CCLE	50
156033	LC1SQ	integrated	10
156034	LC2AD	integrated	10
156035	LNZTA3WT4	integrated	10
156036	LS1034_MATCHED_NORMAL_TISSUE	CCLE	50
156037	M00921	integrated	10
156038	M1203273	integrated	10
156039	M980513	integrated	10
156040	MACLS2	integrated	10
156041	MB1	integrated	10
156042	MCC13	integrated	10
156043	MCC142	integrated	10
156044	MCC26	integrated	10
156045	MEL285	integrated	10
156046	MERO14	integrated	10
156047	MERO25	integrated	10
156048	MERO41	integrated	10
156049	MERO48A	integrated	10
156050	MERO82	integrated	10
156051	MERO83	integrated	10
156052	MERO84	integrated	10
156053	MERO95	integrated	10
156054	MET2B	integrated	10
156055	MFHINO	integrated	10
156056	MOT	integrated	10
156057	MRKNU1	integrated	10
156058	MX1	integrated	10
156059	MYM12	integrated	10
156060	MZ1B_MATCHED_NORMAL_TISSUE	CCLE	50
156061	MZ7B_MATCHED_NORMAL_TISSUE	CCLE	50
156062	MZ7MEL	integrated	10
156063	NBSUSSR	integrated	10
156064	NBTU110	integrated	10
156065	NCC010	integrated	10
156066	NCC021	integrated	10
156067	NCIBL128_MATCHED_NORMAL_TISSUE	CCLE	50
156068	NCIBL1395_MATCHED_NORMAL_TISSUE	CCLE	50
156069	NCIBL1437_MATCHED_NORMAL_TISSUE	CCLE	50
156070	NCIBL1770_MATCHED_NORMAL_TISSUE	CCLE	50
156071	NCIBL2009_MATCHED_NORMAL_TISSUE	CCLE	50
156072	NCIBL2052_MATCHED_NORMAL_TISSUE	CCLE	50
156073	NCIBL2087_MATCHED_NORMAL_TISSUE	CCLE	50
156074	NCIBL209_MATCHED_NORMAL_TISSUE	CCLE	50
156075	NCIBL2122_MATCHED_NORMAL_TISSUE	CCLE	50
156076	NCIBL2126_MATCHED_NORMAL_TISSUE	CCLE	50
156077	NCIBL2171_MATCHED_NORMAL_TISSUE	CCLE	50
156078	NK92MI	integrated	10
156079	NMB	integrated	10
156080	NP5	integrated	10
156081	NP8	integrated	10
156082	NTERA2CLD1	integrated	10
156083	OACM51	integrated	10
156084	OCIC5X	integrated	10
156085	OCILY7	integrated	10
156086	ONDA9	integrated	10
156087	OSC19	integrated	10
156088	OSC20	integrated	10
156089	OV17R	integrated	10
156090	OVCA420	integrated	10
156091	OVMIU	integrated	10
156092	P32ISH	integrated	10
156093	PACADD119	integrated	10
156094	PACADD135	integrated	10
156095	PACADD137	integrated	10
156096	PACADD159	integrated	10
156097	PACADD161	integrated	10
156098	PACADD165	integrated	10
156099	PACADD188	integrated	10
156100	PC3JPC3	integrated	10
156101	PCI30	integrated	10
156102	PCI38	integrated	10
156103	PCI4B	integrated	10
156104	PCI6A	integrated	10
156105	PEO1	integrated	10
156106	PL18	integrated	10
156107	PL4	integrated	10
156108	PWR1E	integrated	10
156109	RAMOS2G64C10	integrated	10
156110	RC2	integrated	10
156111	RDP3F14	integrated	10
156112	RDP3F7	integrated	10
156113	RDP3F9	integrated	10
156114	RDPCDNA1	integrated	10
156115	RH18DM	integrated	10
156116	RH4	integrated	10
156117	RHJT	integrated	10
156118	RMS13	integrated	10
156119	ROS50	integrated	10
156120	SARC9371	integrated	10
156121	SAT	integrated	10
156122	SBC3	integrated	10
156123	SC1	integrated	10
156124	SCC90	integrated	10
156125	SCI1	integrated	10
156126	SEKI	integrated	10
156127	SISO	integrated	10
156128	SKGIIIA	integrated	10
156129	SKGT2	integrated	10
156130	SKN3	integrated	10
156131	SLVL	integrated	10
156132	SS1A	integrated	10
156133	STS0421	integrated	10
156134	SUDHL16	integrated	10
156135	SW156	integrated	10
156136	SW527	integrated	10
156137	TASK1	integrated	10
156138	TK	integrated	10
156139	TTC442	integrated	10
156140	UCH2	integrated	10
156141	UDSCC2	integrated	10
156142	UMUC10	integrated	10
156143	UMUC11	integrated	10
156144	UMUC13	integrated	10
156145	UMUC16	integrated	10
156146	UMUC4	integrated	10
156147	UMUC5	integrated	10
156148	UMUC6	integrated	10
156149	UMUC7	integrated	10
156150	UMUC9	integrated	10
156151	UWB1289	integrated	10
156152	WIL2NS	integrated	10
156153	WM1552C	integrated	10
156154	Y79	integrated	10
156155	YMB1E	integrated	10
